OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP
49-9098,"Helpers--installation, maintenance, and repair workers",,135880
49-9099,"Installation, maintenance, and repair workers, all other",,127060
51-0000,Production occupations,major,8927130
51-1011,First-line supervisors/managers of production and operating workers,,605560
51-2011,"Aircraft structure, surfaces, rigging, and systems assemblers",,39870
51-2021,"Coil winders, tapers, and finishers",,18730
51-2022,Electrical and electronic equipment assemblers,,193570
51-2023,Electromechanical equipment assemblers,,56460
51-2031,Engine and other machine assemblers,,34080
51-2041,Structural metal fabricators and fitters,,96870
51-2091,Fiberglass laminators and fabricators,,22360
51-2092,Team assemblers,,997390
51-2093,"Timing device assemblers, adjusters, and calibrators",,2260
51-2099,"Assemblers and fabricators, all other",,267780
51-3011,Bakers,,140510
51-3021,Butchers and meat cutters,,125510
51-3022,"Meat, poultry, and fish cutters and trimmers",,168700
51-3023,Slaughterers and meat packers,,97530
51-3091,"Food and tobacco roasting, baking, and drying machine operators and tenders",,16260
51-3092,Food batchmakers,,100190
51-3093,Food cooking machine operators and tenders,,37060
51-4011,"Computer-controlled machine tool operators, metal and plastic",,129780
51-4012,Numerical tool and process control programmers,,15480
51-4021,"Extruding and drawing machine setters, operators, and tenders, metal and plastic",,81610
51-4022,"Forging machine setters, operators, and tenders, metal and plastic",,24590
51-4023,"Rolling machine setters, operators, and tenders, metal and plastic",,32880
51-4031,"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",,209730
51-4032,"Drilling and boring machine tool setters, operators, and tenders, metal and plastic",,28140
51-4033,"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",,81740
51-4034,"Lathe and turning machine tool setters, operators, and tenders, metal and plastic",,51260
51-4035,"Milling and planing machine setters, operators, and tenders, metal and plastic",,23770
51-4041,Machinists,,380720
51-4051,Metal-refining furnace operators and tenders,,16960
51-4052,"Pourers and casters, metal",,13090
51-4061,"Model makers, metal and plastic",,7710
51-4062,"Patternmakers, metal and plastic",,5220
51-4071,Foundry mold and coremakers,,13550
51-4072,"Molding, coremaking, and casting machine setters, operators, and tenders, metal and plastic",,126840
51-4081,"Multiple machine tool setters, operators, and tenders, metal and plastic",,76130
51-4111,Tool and die makers,,73640
51-4121,"Welders, cutters, solderers, and brazers",,357740
51-4122,"Welding, soldering, and brazing machine setters, operators, and tenders",,41580
51-4191,"Heat treating equipment setters, operators, and tenders, metal and plastic",,20420
51-4192,"Lay-out workers, metal and plastic",,9020
51-4193,"Plating and coating machine setters, operators, and tenders, metal and plastic",,34310
51-4194,"Tool grinders, filers, and sharpeners",,13740
51-4199,"Metal workers and plastic workers, all other",,35190
51-5011,Bindery workers,,53870
51-5012,Bookbinders,,6430
51-5021,Job printers,,39180
51-5022,Prepress technicians and workers,,53710
51-5023,Printing machine operators,,174720
51-6011,Laundry and dry-cleaning workers,,211490
51-6021,"Pressers, textile, garment, and related materials",,60440
51-6031,Sewing machine operators,,165680
51-6041,Shoe and leather workers and repairers,,7190
51-6042,Shoe machine operators and tenders,,3990
51-6051,"Sewers, hand",,6020
51-6052,"Tailors, dressmakers, and custom sewers",,26450
51-6061,Textile bleaching and dyeing machine operators and tenders,,12980
51-6062,"Textile cutting machine setters, operators, and tenders",,17890
51-6063,"Textile knitting and weaving machine setters, operators, and tenders",,24530
51-6064,"Textile winding, twisting, and drawing out machine setters, operators, and tenders",,30530
51-6091,"Extruding and forming machine setters, operators, and tenders, synthetic and glass fibers",,13680
51-6092,Fabric and apparel patternmakers,,6640
51-6093,Upholsterers,,33810
51-6099,"Textile, apparel, and furnishings workers, all other",,14220
51-7011,Cabinetmakers and bench carpenters,,99870
51-7021,Furniture finishers,,18760
51-7031,"Model makers, wood",,1900
51-7032,"Patternmakers, wood",,1540
51-7041,"Sawing machine setters, operators, and tenders, wood",,41750
51-7042,"Woodworking machine setters, operators, and tenders, except sawing",,72560
51-7099,"Woodworkers, all other",,9980
51-8011,Nuclear power reactor operators,,4840
51-8012,Power distributors and dispatchers,,10000
51-8013,Power plant operators,,36860
51-8021,Stationary engineers and boiler operators,,37270
51-8031,Water and liquid waste treatment plant and system operators,,109090
51-8091,Chemical plant and system operators,,45750
51-8092,Gas plant operators,,14040
51-8093,"Petroleum pump system operators, refinery operators, and gaugers",,46230
51-8099,"Plant and system operators, all other",,11050
51-9011,Chemical equipment operators and tenders,,48360
51-9012,"Separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders",,37490
51-9021,"Crushing, grinding, and polishing machine setters, operators, and tenders",,38360
51-9022,"Grinding and polishing workers, hand",,32350
51-9023,"Mixing and blending machine setters, operators, and tenders",,129250
51-9031,"Cutters and trimmers, hand",,20180
51-9032,"Cutting and slicing machine setters, operators, and tenders",,70700
51-9041,"Extruding, forming, pressing, and compacting machine setters, operators, and tenders",,72770
51-9051,"Furnace, kiln, oven, drier, and kettle operators and tenders",,19900
51-9061,"Inspectors, testers, sorters, samplers, and weighers",,430450
51-9071,Jewelers and precious stone and metal workers,,23410
51-9081,Dental laboratory technicians,,40480
51-9082,Medical appliance technicians,,13760
51-9083,Ophthalmic laboratory technicians,,30580
51-9111,Packaging and filling machine operators and tenders,,338920
51-9121,"Coating, painting, and spraying machine setters, operators, and tenders",,89430
51-9122,"Painters, transportation equipment",,46810
51-9123,"Painting, coating, and decorating workers",,28460
51-9131,Photographic process workers,,18390
51-9132,Photographic processing machine operators,,46680
51-9141,Semiconductor processors,,25750
51-9191,Cementing and gluing machine operators and tenders,,16190
51-9192,"Cleaning, washing, and metal pickling equipment operators and tenders",,19550
51-9193,Cooling and freezing equipment operators and tenders,,9160
51-9194,Etchers and engravers,,8920
51-9195,"Molders, shapers, and casters, except metal and plastic",,35430
51-9196,"Paper goods machine setters, operators, and tenders",,94210
51-9197,Tire builders,,17820
51-9198,Helpers--production workers,,433370
51-9199,"Production workers, all other",,239550
53-0000,Transportation and material moving occupations,major,8844700
53-1011,Aircraft cargo handling supervisors,,5370
53-1021,"First-line supervisors/managers of helpers, laborers, and material movers, hand",,174540
53-1031,First-line supervisors/managers of transportation and material-moving machine and vehicle operators,,205780
53-2011,"Airline pilots, copilots, and flight engineers",,74420
53-2012,Commercial pilots,,29180
53-2021,Air traffic controllers,,24420
53-2022,Airfield operations specialists,,7670
53-3011,"Ambulance drivers and attendants, except emergency medical technicians",,19570
53-3021,"Bus drivers, transit and intercity",,177510
53-3022,"Bus drivers, school",,459480
53-3031,Driver/sales workers,,363050
53-3032,"Truck drivers, heavy and tractor-trailer",,1550930
53-3033,"Truck drivers, light or delivery services",,834780
53-3041,Taxi drivers and chauffeurs,,167740
53-3099,"Motor vehicle operators, all other",,73410
53-4011,Locomotive engineers,,43560
53-4012,Locomotive firers,,960
53-4013,"Rail yard engineers, dinkey operators, and hostlers",,5360
53-4021,"Railroad brake, signal, and switch operators",,24270
53-4031,Railroad conductors and yardmasters,,41540
53-4041,Subway and streetcar operators,,6050
53-4099,"Rail transportation workers, all other",,4310
53-5011,Sailors and marine oilers,,31950
53-5021,"Captains, mates, and pilots of water vessels",,30450
53-5022,Motorboat operators,,3070
53-5031,Ship engineers,,10850
53-6011,Bridge and lock tenders,,4290
53-6021,Parking lot attendants,,129990
53-6031,Service station attendants,,79480
53-6041,Traffic technicians,,6570
53-6051,Transportation inspectors,,24250
53-6099,"Transportation workers, all other",,39870
53-7011,Conveyor operators and tenders,,38730
53-7021,Crane and tower operators,,40770
53-7031,Dredge operators,,1990
53-7032,Excavating and loading machine and dragline operators,,57990
53-7033,"Loading machine operators, underground mining",,3570
53-7041,Hoist and winch operators,,2990
53-7051,Industrial truck and tractor operators,,568270
53-7061,Cleaners of vehicles and equipment,,298500
53-7062,"Laborers and freight, stock, and material movers, hand",,2135790
53-7063,Machine feeders and offbearers,,129180
53-7064,"Packers and packagers, hand",,706240
53-7071,Gas compressor and gas pumping station operators,,4160
53-7072,"Pump operators, except wellhead pumpers",,10310
53-7073,Wellhead pumpers,,15360
53-7081,Refuse and recyclable material collectors,,128940
53-7111,Shuttle car operators,,3520
53-7121,"Tank car, truck, and ship loaders",,11560
53-7199,"Material moving workers, all other",,32180
