OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP
49-9098,"Helpers--installation, maintenance, and repair workers",,149350
49-9099,"Installation, maintenance, and repair workers, all other",,139100
51-0000,Production occupations,major,9919120
51-1011,First-line supervisors/managers of production and operating workers,,658500
51-2011,"Aircraft structure, surfaces, rigging, and systems assemblers",,43330
51-2021,"Coil winders, tapers, and finishers",,22160
51-2022,Electrical and electronic equipment assemblers,,215230
51-2023,Electromechanical equipment assemblers,,62310
51-2031,Engine and other machine assemblers,,39270
51-2041,Structural metal fabricators and fitters,,111620
51-2091,Fiberglass laminators and fabricators,,30890
51-2092,Team assemblers,,1131060
51-2093,"Timing device assemblers, adjusters, and calibrators",,2700
51-2099,"Assemblers and fabricators, all other",,318060
51-3011,Bakers,,141130
51-3021,Butchers and meat cutters,,128210
51-3022,"Meat, poultry, and fish cutters and trimmers",,166150
51-3023,Slaughterers and meat packers,,97000
51-3091,"Food and tobacco roasting, baking, and drying machine operators and tenders",,17870
51-3092,Food batchmakers,,99170
51-3093,Food cooking machine operators and tenders,,39300
51-4011,"Computer-controlled machine tool operators, metal and plastic",,143030
51-4012,Numerical tool and process control programmers,,16990
51-4021,"Extruding and drawing machine setters, operators, and tenders, metal and plastic",,92160
51-4022,"Forging machine setters, operators, and tenders, metal and plastic",,28800
51-4023,"Rolling machine setters, operators, and tenders, metal and plastic",,34970
51-4031,"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",,242970
51-4032,"Drilling and boring machine tool setters, operators, and tenders, metal and plastic",,33550
51-4033,"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",,91990
51-4034,"Lathe and turning machine tool setters, operators, and tenders, metal and plastic",,56500
51-4035,"Milling and planing machine setters, operators, and tenders, metal and plastic",,26220
51-4041,Machinists,,419070
51-4051,Metal-refining furnace operators and tenders,,19280
51-4052,"Pourers and casters, metal",,15320
51-4061,"Model makers, metal and plastic",,8990
51-4062,"Patternmakers, metal and plastic",,6220
51-4071,Foundry mold and coremakers,,15240
51-4072,"Molding, coremaking, and casting machine setters, operators, and tenders, metal and plastic",,145760
51-4081,"Multiple machine tool setters, operators, and tenders, metal and plastic",,87800
51-4111,Tool and die makers,,85610
51-4121,"Welders, cutters, solderers, and brazers",,392520
51-4122,"Welding, soldering, and brazing machine setters, operators, and tenders",,51840
51-4191,"Heat treating equipment setters, operators, and tenders, metal and plastic",,23630
51-4192,"Lay-out workers, metal and plastic",,8340
51-4193,"Plating and coating machine setters, operators, and tenders, metal and plastic",,40300
51-4194,"Tool grinders, filers, and sharpeners",,16410
51-4199,"Metal workers and plastic workers, all other",,43690
51-5011,Bindery workers,,60560
51-5012,Bookbinders,,6150
51-5021,Job printers,,42640
51-5022,Prepress technicians and workers,,61170
51-5023,Printing machine operators,,193510
51-6011,Laundry and dry-cleaning workers,,221230
51-6021,"Pressers, textile, garment, and related materials",,67500
51-6031,Sewing machine operators,,190440
51-6041,Shoe and leather workers and repairers,,8170
51-6042,Shoe machine operators and tenders,,4910
51-6051,"Sewers, hand",,7050
51-6052,"Tailors, dressmakers, and custom sewers",,31700
51-6061,Textile bleaching and dyeing machine operators and tenders,,16180
51-6062,"Textile cutting machine setters, operators, and tenders",,20170
51-6063,"Textile knitting and weaving machine setters, operators, and tenders",,30250
51-6064,"Textile winding, twisting, and drawing out machine setters, operators, and tenders",,36540
51-6091,"Extruding and forming machine setters, operators, and tenders, synthetic and glass fibers",,14440
51-6092,Fabric and apparel patternmakers,,7500
51-6093,Upholsterers,,39090
51-6099,"Textile, apparel, and furnishings workers, all other",,17430
51-7011,Cabinetmakers and bench carpenters,,120960
51-7021,Furniture finishers,,21630
51-7031,"Model makers, wood",,1740
51-7032,"Patternmakers, wood",,1930
51-7041,"Sawing machine setters, operators, and tenders, wood",,51830
51-7042,"Woodworking machine setters, operators, and tenders, except sawing",,88510
51-7099,"Woodworkers, all other",,11260
51-8011,Nuclear power reactor operators,,4970
51-8012,Power distributors and dispatchers,,9820
51-8013,Power plant operators,,34700
51-8021,Stationary engineers and boiler operators,,39000
51-8031,Water and liquid waste treatment plant and system operators,,110300
51-8091,Chemical plant and system operators,,44600
51-8092,Gas plant operators,,14500
51-8093,"Petroleum pump system operators, refinery operators, and gaugers",,45710
51-8099,"Plant and system operators, all other",,12370
51-9011,Chemical equipment operators and tenders,,52890
51-9012,"Separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders",,41200
51-9021,"Crushing, grinding, and polishing machine setters, operators, and tenders",,41270
51-9022,"Grinding and polishing workers, hand",,40290
51-9023,"Mixing and blending machine setters, operators, and tenders",,140120
51-9031,"Cutters and trimmers, hand",,24700
51-9032,"Cutting and slicing machine setters, operators, and tenders",,76500
51-9041,"Extruding, forming, pressing, and compacting machine setters, operators, and tenders",,85130
51-9051,"Furnace, kiln, oven, drier, and kettle operators and tenders",,22950
51-9061,"Inspectors, testers, sorters, samplers, and weighers",,467010
51-9071,Jewelers and precious stone and metal workers,,24780
51-9081,Dental laboratory technicians,,42640
51-9082,Medical appliance technicians,,12930
51-9083,Ophthalmic laboratory technicians,,32930
51-9111,Packaging and filling machine operators and tenders,,357480
51-9121,"Coating, painting, and spraying machine setters, operators, and tenders",,103310
51-9122,"Painters, transportation equipment",,50310
51-9123,"Painting, coating, and decorating workers",,31200
51-9131,Photographic process workers,,21040
51-9132,Photographic processing machine operators,,49550
51-9141,Semiconductor processors,,32230
51-9191,Cementing and gluing machine operators and tenders,,19640
51-9192,"Cleaning, washing, and metal pickling equipment operators and tenders",,18870
51-9193,Cooling and freezing equipment operators and tenders,,9940
51-9194,Etchers and engravers,,10760
51-9195,"Molders, shapers, and casters, except metal and plastic",,41900
51-9196,"Paper goods machine setters, operators, and tenders",,104170
51-9197,Tire builders,,21740
51-9198,Helpers--production workers,,499870
51-9199,"Production workers, all other",,280160
53-0000,Transportation and material moving occupations,major,9508750
53-1011,Aircraft cargo handling supervisors,,4950
53-1021,"First-line supervisors/managers of helpers, laborers, and material movers, hand",,186230
53-1031,First-line supervisors/managers of transportation and material-moving machine and vehicle operators,,218480
53-2011,"Airline pilots, copilots, and flight engineers",,77090
53-2012,Commercial pilots,,31250
53-2021,Air traffic controllers,,24260
53-2022,Airfield operations specialists,,8050
53-3011,"Ambulance drivers and attendants, except emergency medical technicians",,21790
53-3021,"Bus drivers, transit and intercity",,184160
53-3022,"Bus drivers, school",,460100
53-3031,Driver/sales workers,,372720
53-3032,"Truck drivers, heavy and tractor-trailer",,1672580
53-3033,"Truck drivers, light or delivery services",,908960
53-3041,Taxi drivers and chauffeurs,,170520
53-3099,"Motor vehicle operators, all other",,78610
53-4011,Locomotive engineers,,42760
53-4012,Locomotive firers,,970
53-4013,"Rail yard engineers, dinkey operators, and hostlers",,5480
53-4021,"Railroad brake, signal, and switch operators",,24610
53-4031,Railroad conductors and yardmasters,,39580
53-4041,Subway and streetcar operators,,7430
53-4099,"Rail transportation workers, all other",,4660
53-5011,Sailors and marine oilers,,32420
53-5021,"Captains, mates, and pilots of water vessels",,30600
53-5022,Motorboat operators,,3380
53-5031,Ship engineers,,11190
53-6011,Bridge and lock tenders,,4490
53-6021,Parking lot attendants,,136470
53-6031,Service station attendants,,84480
53-6041,Traffic technicians,,7030
53-6051,Transportation inspectors,,24940
53-6099,"Transportation workers, all other",,43330
53-7011,Conveyor operators and tenders,,41920
53-7021,Crane and tower operators,,44490
53-7031,Dredge operators,,1910
53-7032,Excavating and loading machine and dragline operators,,65160
53-7033,"Loading machine operators, underground mining",,3670
53-7041,Hoist and winch operators,,2810
53-7051,Industrial truck and tractor operators,,620450
53-7061,Cleaners of vehicles and equipment,,330850
53-7062,"Laborers and freight, stock, and material movers, hand",,2335510
53-7063,Machine feeders and offbearers,,144820
53-7064,"Packers and packagers, hand",,777630
53-7071,Gas compressor and gas pumping station operators,,4050
53-7072,"Pump operators, except wellhead pumpers",,9280
53-7073,Wellhead pumpers,,17050
53-7081,Refuse and recyclable material collectors,,129080
53-7111,Shuttle car operators,,3050
53-7121,"Tank car, truck, and ship loaders",,12330
53-7199,"Material moving workers, all other",,41140
