OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP
51-6093,Upholsterers,,39660
51-7011,Cabinetmakers and bench carpenters,,126350
51-7021,Furniture finishers,,28770
51-7031,"Model makers, wood",,3820
51-7032,"Patternmakers, wood",,3470
51-7041,"Sawing machine setters, operators, and tenders, wood",,55130
51-7042,"Woodworking machine setters, operators, and tenders, except sawing",,89410
51-8011,Nuclear power reactor operators,,3710
51-8012,Power distributors and dispatchers,,10270
51-8013,Power plant operators,,33250
51-8021,Stationary engineers and boiler operators,,48880
51-8031,Water and liquid waste treatment plant and system operators,,95870
51-8091,Chemical plant and system operators,,56270
51-8092,Gas plant operators,,11180
51-8093,"Petroleum pump system operators, refinery operators, and gaugers",,40980
51-9011,Chemical equipment operators and tenders,,59720
51-9012,"Separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders",,37360
51-9021,"Crushing, grinding, and polishing machine setters, operators, and tenders",,43320
51-9022,"Grinding and polishing workers, hand",,43910
51-9023,"Mixing and blending machine setters, operators, and tenders",,106610
51-9031,"Cutters and trimmers, hand",,30110
51-9032,"Cutting and slicing machine setters, operators, and tenders",,70960
51-9041,"Extruding, forming, pressing, and compacting machine setters, operators, and tenders",,73990
51-9051,"Furnace, kiln, oven, drier, and kettle operators and tenders",,30320
51-9061,"Inspectors, testers, sorters, samplers, and weighers",,497300
51-9071,Jewelers and precious stone and metal workers,,30360
51-9081,Dental laboratory technicians,,45480
51-9082,Medical appliance technicians,,11270
51-9083,Ophthalmic laboratory technicians,,30300
51-9111,Packaging and filling machine operators and tenders,,400680
51-9121,"Coating, painting, and spraying machine setters, operators, and tenders",,93110
51-9122,"Painters, transportation equipment",,46600
51-9123,"Painting, coating, and decorating workers",,29590
51-9131,Photographic process workers,,27170
51-9132,Photographic processing machine operators,,54750
51-9141,Semiconductor processors,,50160
51-9191,Cementing and gluing machine operators and tenders,,25390
51-9192,"Cleaning, washing, and metal pickling equipment operators and tenders",,17590
51-9193,Cooling and freezing equipment operators and tenders,,7920
51-9194,Etchers and engravers,,8800
51-9195,"Molders, shapers, and casters, except metal and plastic",,37600
51-9196,"Paper goods machine setters, operators, and tenders",,109600
51-9197,Tire builders,,14830
51-9198,Helpers--production workers,,452700
53-0000,Transportation and material moving occupations,major,9414920
53-1011,Aircraft cargo handling supervisors,,9440
53-1021,"First-line supervisors/managers of helpers, laborers, and material movers, hand",,154750
53-1031,First-line supervisors/managers of transportation and material-moving machine and vehicle operators,,214030
53-2011,"Airline pilots, copilots, and flight engineers",,79770
53-2012,Commercial pilots,,19980
53-2021,Air traffic controllers,,23040
53-2022,Airfield operations specialists,,5660
53-3011,"Ambulance drivers and attendants, except emergency medical technicians",,17650
53-3021,"Bus drivers, transit and intercity",,194400
53-3022,"Bus drivers, school",,467840
53-3031,Driver/sales workers,,380120
53-3032,"Truck drivers, heavy and tractor-trailer",,1528630
53-3033,"Truck drivers, light or delivery services",,943840
53-3041,Taxi drivers and chauffeurs,,131570
53-4011,Locomotive engineers,,30450
53-4012,Locomotive firers,,680
53-4013,"Rail yard engineers, dinkey operators, and hostlers",,5680
53-4021,"Railroad brake, signal, and switch operators",,13850
53-4031,Railroad conductors and yardmasters,,34720
53-4041,Subway and streetcar operators,,9880
53-5011,Sailors and marine oilers,,27570
53-5021,"Captains, mates, and pilots of water vessels",,24040
53-5022,Motorboat operators,,3680
53-5031,Ship engineers,,8900
53-6011,Bridge and lock tenders,,3270
53-6021,Parking lot attendants,,113490
53-6031,Service station attendants,,96250
53-6041,Traffic technicians,,6460
53-6051,Transportation inspectors,,27890
53-7011,Conveyor operators and tenders,,58780
53-7021,Crane and tower operators,,47420
53-7031,Dredge operators,,3030
53-7032,Excavating and loading machine and dragline operators,,68740
53-7033,"Loading machine operators, underground mining",,3560
53-7041,Hoist and winch operators,,8560
53-7051,Industrial truck and tractor operators,,604350
53-7061,Cleaners of vehicles and equipment,,320840
53-7062,"Laborers and freight, stock, and material movers, hand",,2255780
53-7063,Machine feeders and offbearers,,159160
53-7064,"Packers and packagers, hand",,901890
53-7071,Gas compressor and gas pumping station operators,,6190
53-7072,"Pump operators, except wellhead pumpers",,12260
53-7073,Wellhead pumpers,,8560
53-7081,Refuse and recyclable material collectors,,138480
53-7111,Shuttle car operators,,3040
53-7121,"Tank car, truck, and ship loaders",,16210
