ID,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP
462,27-2090,"Miscellaneous Entertainers and Performers, Sports and Related Workers",broad,"13,150"
463,27-2099,"Entertainers and Performers, Sports and Related Workers, All Other",detailed,"13,150"
464,27-3000,Media and Communication Workers,minor,"575,630"
465,27-3010,Announcers,broad,"37,230"
466,27-3011,Radio and Television Announcers,detailed,"29,210"
467,27-3012,Public Address System and Other Announcers,detailed,"8,020"
468,27-3020,"News Analysts, Reporters and Correspondents",broad,"45,160"
469,27-3021,Broadcast News Analysts,detailed,"5,070"
470,27-3022,Reporters and Correspondents,detailed,"40,090"
471,27-3030,Public Relations Specialists,broad,"226,940"
472,27-3031,Public Relations Specialists,detailed,"226,940"
473,27-3040,Writers and Editors,broad,"191,640"
474,27-3041,Editors,detailed,"97,170"
475,27-3042,Technical Writers,detailed,"49,780"
476,27-3043,Writers and Authors,detailed,"44,690"
477,27-3090,Miscellaneous Media and Communication Workers,broad,"74,660"
478,27-3091,Interpreters and Translators,detailed,"51,350"
479,27-3099,"Media and Communication Workers, All Other",detailed,"23,310"
480,27-4000,Media and Communication Equipment Workers,minor,"234,960"
481,27-4010,Broadcast and Sound Engineering Technicians and Radio Operators,broad,"116,080"
482,27-4011,Audio and Video Equipment Technicians,detailed,"69,670"
483,27-4012,Broadcast Technicians,detailed,"30,330"
484,27-4013,Radio Operators,detailed,870
485,27-4014,Sound Engineering Technicians,detailed,"15,210"
486,27-4020,Photographers,broad,"48,660"
487,27-4021,Photographers,detailed,"48,660"
488,27-4030,"Television, Video, and Motion Picture Camera Operators and Editors",broad,"51,590"
489,27-4031,"Camera Operators, Television, Video, and Motion Picture",detailed,"21,710"
490,27-4032,Film and Video Editors,detailed,"29,880"
491,27-4090,Miscellaneous Media and Communication Equipment Workers,broad,"18,620"
492,27-4099,"Media and Communication Equipment Workers, All Other",detailed,"18,620"
493,29-0000,Healthcare Practitioners and Technical Occupations,major,"8,318,500"
494,29-1000,Health Diagnosing and Treating Practitioners,minor,"5,143,640"
495,29-1010,Chiropractors,broad,"32,960"
496,29-1011,Chiropractors,detailed,"32,960"
497,29-1020,Dentists,broad,"122,330"
498,29-1021,"Dentists, General",detailed,"105,620"
499,29-1022,Oral and Maxillofacial Surgeons,detailed,"5,380"
500,29-1023,Orthodontists,detailed,"5,200"
501,29-1024,Prosthodontists,detailed,750
502,29-1029,"Dentists, All Other Specialists",detailed,"5,380"
503,29-1030,Dietitians and Nutritionists,broad,"61,430"
504,29-1031,Dietitians and Nutritionists,detailed,"61,430"
505,29-1040,Optometrists,broad,"36,430"
506,29-1041,Optometrists,detailed,"36,430"
507,29-1050,Pharmacists,broad,"305,510"
508,29-1051,Pharmacists,detailed,"305,510"
509,29-1060,Physicians and Surgeons,broad,"649,850"
510,29-1061,Anesthesiologists,detailed,"30,190"
511,29-1062,Family and General Practitioners,detailed,"122,970"
512,29-1063,"Internists, General",detailed,"45,290"
513,29-1064,Obstetricians and Gynecologists,detailed,"19,800"
514,29-1065,"Pediatricians, General",detailed,"26,960"
515,29-1066,Psychiatrists,detailed,"24,820"
516,29-1067,Surgeons,detailed,"41,190"
517,29-1069,"Physicians and Surgeons, All Other",detailed,"338,620"
518,29-1070,Physician Assistants,broad,"104,050"
519,29-1071,Physician Assistants,detailed,"104,050"
520,29-1080,Podiatrists,broad,"9,800"
521,29-1081,Podiatrists,detailed,"9,800"
522,29-1120,Therapists,broad,"651,500"
523,29-1122,Occupational Therapists,detailed,"118,070"
524,29-1123,Physical Therapists,detailed,"216,920"
525,29-1124,Radiation Therapists,detailed,"17,450"
526,29-1125,Recreational Therapists,detailed,"18,100"
527,29-1126,Respiratory Therapists,detailed,"126,770"
528,29-1127,Speech-Language Pathologists,detailed,"135,980"
529,29-1128,Exercise Physiologists,detailed,"6,880"
530,29-1129,"Therapists, All Other",detailed,"11,320"
531,29-1130,Veterinarians,broad,"67,650"
532,29-1131,Veterinarians,detailed,"67,650"
533,29-1140,Registered Nurses,broad,"2,857,180"
534,29-1141,Registered Nurses,detailed,"2,857,180"
535,29-1150,Nurse Anesthetists,broad,"39,860"
536,29-1151,Nurse Anesthetists,detailed,"39,860"
537,29-1160,Nurse Midwives,broad,"6,270"
538,29-1161,Nurse Midwives,detailed,"6,270"
539,29-1170,Nurse Practitioners,broad,"150,230"
540,29-1171,Nurse Practitioners,detailed,"150,230"
541,29-1180,Audiologists,broad,"12,310"
542,29-1181,Audiologists,detailed,"12,310"
543,29-1190,Miscellaneous Health Diagnosing and Treating Practitioners,broad,"36,280"
544,29-1199,"Health Diagnosing and Treating Practitioners, All Other",detailed,"36,280"
545,29-2000,Health Technologists and Technicians,minor,"3,018,820"
546,29-2010,Clinical Laboratory Technologists and Technicians,broad,"326,920"
547,29-2011,Medical and Clinical Laboratory Technologists,detailed,"166,730"
548,29-2012,Medical and Clinical Laboratory Technicians,detailed,"160,190"
549,29-2020,Dental Hygienists,broad,"204,990"
550,29-2021,Dental Hygienists,detailed,"204,990"
551,29-2030,Diagnostic Related Technologists and Technicians,broad,"375,690"
552,29-2031,Cardiovascular Technologists and Technicians,detailed,"53,760"
553,29-2032,Diagnostic Medical Sonographers,detailed,"65,790"
554,29-2033,Nuclear Medicine Technologists,detailed,"19,650"
555,29-2034,Radiologic Technologists,detailed,"200,650"
556,29-2035,Magnetic Resonance Imaging Technologists,detailed,"35,850"
557,29-2040,Emergency Medical Technicians and Paramedics,broad,"244,960"
558,29-2041,Emergency Medical Technicians and Paramedics,detailed,"244,960"
559,29-2050,Health Practitioner Support Technologists and Technicians,broad,"752,050"
560,29-2051,Dietetic Technicians,detailed,"32,240"
561,29-2052,Pharmacy Technicians,detailed,"398,390"
562,29-2053,Psychiatric Technicians,detailed,"61,720"
563,29-2054,Respiratory Therapy Technicians,detailed,"10,600"
564,29-2055,Surgical Technologists,detailed,"105,720"
565,29-2056,Veterinary Technologists and Technicians,detailed,"99,390"
566,29-2057,Ophthalmic Medical Technicians,detailed,"43,990"
567,29-2060,Licensed Practical and Licensed Vocational Nurses,broad,"702,400"
568,29-2061,Licensed Practical and Licensed Vocational Nurses,detailed,"702,400"
569,29-2070,Medical Records and Health Information Technicians,broad,"200,140"
570,29-2071,Medical Records and Health Information Technicians,detailed,"200,140"
571,29-2080,"Opticians, Dispensing",broad,"75,270"
572,29-2081,"Opticians, Dispensing",detailed,"75,270"
573,29-2090,Miscellaneous Health Technologists and Technicians,broad,"136,410"
574,29-2091,Orthotists and Prosthetists,detailed,"7,500"
575,29-2092,Hearing Aid Specialists,detailed,"6,740"
576,29-2099,"Health Technologists and Technicians, All Other",detailed,"122,170"
577,29-9000,Other Healthcare Practitioners and Technical Occupations,minor,"156,040"
578,29-9010,Occupational Health and Safety Specialists and Technicians,broad,"93,190"
579,29-9011,Occupational Health and Safety Specialists,detailed,"76,630"
580,29-9012,Occupational Health and Safety Technicians,detailed,"16,560"
581,29-9090,Miscellaneous Health Practitioners and Technical Workers,broad,"62,850"
582,29-9091,Athletic Trainers,detailed,"24,130"
583,29-9092,Genetic Counselors,detailed,"2,720"
584,29-9099,"Healthcare Practitioners and Technical Workers, All Other",detailed,"36,000"
585,31-0000,Healthcare Support Occupations,major,"4,043,480"
586,31-1000,"Nursing, Psychiatric, and Home Health Aides",minor,"2,377,790"
587,31-1010,"Nursing, Psychiatric, and Home Health Aides",broad,"2,377,790"
588,31-1011,Home Health Aides,detailed,"814,300"
589,31-1013,Psychiatric Aides,detailed,"67,410"
590,31-1014,Nursing Assistants,detailed,"1,443,150"
591,31-1015,Orderlies,detailed,"52,940"
592,31-2000,Occupational Therapy and Physical Therapist Assistants and Aides,minor,"181,000"
593,31-2010,Occupational Therapy Assistants and Aides,broad,"45,380"
594,31-2011,Occupational Therapy Assistants,detailed,"38,170"
595,31-2012,Occupational Therapy Aides,detailed,"7,210"
596,31-2020,Physical Therapist Assistants and Aides,broad,"135,610"
597,31-2021,Physical Therapist Assistants,detailed,"85,580"
598,31-2022,Physical Therapist Aides,detailed,"50,030"
599,31-9000,Other Healthcare Support Occupations,minor,"1,484,690"
600,31-9010,Massage Therapists,broad,"95,830"
601,31-9011,Massage Therapists,detailed,"95,830"
602,31-9090,Miscellaneous Healthcare Support Occupations,broad,"1,388,860"
603,31-9091,Dental Assistants,detailed,"327,290"
604,31-9092,Medical Assistants,detailed,"623,560"
605,31-9093,Medical Equipment Preparers,detailed,"52,500"
606,31-9094,Medical Transcriptionists,detailed,"54,070"
607,31-9095,Pharmacy Aides,detailed,"36,660"
608,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,detailed,"79,990"
609,31-9097,Phlebotomists,detailed,"120,970"
610,31-9099,"Healthcare Support Workers, All Other",detailed,"93,830"
611,33-0000,Protective Service Occupations,major,"3,386,360"
612,33-1000,Supervisors of Protective Service Workers,minor,"273,490"
613,33-1010,First-Line Supervisors of Law Enforcement Workers,broad,"143,430"
614,33-1011,First-Line Supervisors of Correctional Officers,detailed,"43,230"
615,33-1012,First-Line Supervisors of Police and Detectives,detailed,"100,200"
616,33-1020,First-Line Supervisors of Fire Fighting and Prevention Workers,broad,"57,170"
617,33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,detailed,"57,170"
618,33-1090,"Miscellaneous First-Line Supervisors, Protective Service Workers",broad,"72,880"
619,33-1099,"First-Line Supervisors of Protective Service Workers, All Other",detailed,"72,880"
620,33-2000,Fire Fighting and Prevention Workers,minor,"329,480"
621,33-2010,Firefighters,broad,"315,910"
622,33-2011,Firefighters,detailed,"315,910"
623,33-2020,Fire Inspectors,broad,"13,570"
624,33-2021,Fire Inspectors and Investigators,detailed,"11,910"
625,33-2022,Forest Fire Inspectors and Prevention Specialists,detailed,"1,650"
626,33-3000,Law Enforcement Workers,minor,"1,232,490"
627,33-3010,"Bailiffs, Correctional Officers, and Jailers",broad,"449,480"
628,33-3011,Bailiffs,detailed,"17,880"
629,33-3012,Correctional Officers and Jailers,detailed,"431,600"
630,33-3020,Detectives and Criminal Investigators,broad,"104,980"
631,33-3021,Detectives and Criminal Investigators,detailed,"104,980"
632,33-3030,Fish and Game Wardens,broad,"6,610"
633,33-3031,Fish and Game Wardens,detailed,"6,610"
634,33-3040,Parking Enforcement Workers,broad,"8,920"
635,33-3041,Parking Enforcement Workers,detailed,"8,920"
636,33-3050,Police Officers,broad,"662,500"
637,33-3051,Police and Sheriff's Patrol Officers,detailed,"657,690"
638,33-3052,Transit and Railroad Police,detailed,"4,810"
639,33-9000,Other Protective Service Workers,minor,"1,550,910"
640,33-9010,Animal Control Workers,broad,"12,970"
641,33-9011,Animal Control Workers,detailed,"12,970"
642,33-9020,Private Detectives and Investigators,broad,"28,490"
643,33-9021,Private Detectives and Investigators,detailed,"28,490"
644,33-9030,Security Guards and Gaming Surveillance Officers,broad,"1,113,580"
645,33-9031,Gaming Surveillance Officers and Gaming Investigators,detailed,"10,460"
646,33-9032,Security Guards,detailed,"1,103,120"
647,33-9090,Miscellaneous Protective Service Workers,broad,"395,870"
648,33-9091,Crossing Guards,detailed,"72,900"
649,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",detailed,"145,100"
650,33-9093,Transportation Security Screeners,detailed,"42,750"
651,33-9099,"Protective Service Workers, All Other",detailed,"135,120"
652,35-0000,Food Preparation and Serving Related Occupations,major,"12,981,720"
653,35-1000,Supervisors of Food Preparation and Serving Workers,minor,"1,042,750"
654,35-1010,Supervisors of Food Preparation and Serving Workers,broad,"1,042,750"
655,35-1011,Chefs and Head Cooks,detailed,"134,190"
656,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,detailed,"908,550"
657,35-2000,Cooks and Food Preparation Workers,minor,"3,190,940"
658,35-2010,Cooks,broad,"2,340,280"
659,35-2011,"Cooks, Fast Food",detailed,"513,200"
660,35-2012,"Cooks, Institution and Cafeteria",detailed,"409,850"
661,35-2013,"Cooks, Private Household",detailed,370
662,35-2014,"Cooks, Restaurant",detailed,"1,217,370"
663,35-2015,"Cooks, Short Order",detailed,"183,990"
664,35-2019,"Cooks, All Other",detailed,"15,490"
665,35-2020,Food Preparation Workers,broad,"850,670"
666,35-2021,Food Preparation Workers,detailed,"850,670"
667,35-3000,Food and Beverage Serving Workers,minor,"7,355,090"
668,35-3010,Bartenders,broad,"603,320"
669,35-3011,Bartenders,detailed,"603,320"
670,35-3020,Fast Food and Counter Workers,broad,"3,925,640"
671,35-3021,"Combined Food Preparation and Serving Workers, Including Fast Food",detailed,"3,426,090"
672,35-3022,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",detailed,"499,550"
673,35-3030,Waiters and Waitresses,broad,"2,564,610"
674,35-3031,Waiters and Waitresses,detailed,"2,564,610"
675,35-3040,"Food Servers, Nonrestaurant",broad,"261,520"
676,35-3041,"Food Servers, Nonrestaurant",detailed,"261,520"
677,35-9000,Other Food Preparation and Serving Related Workers,minor,"1,392,950"
678,35-9010,Dining Room and Cafeteria Attendants and Bartender Helpers,broad,"423,080"
679,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,detailed,"423,080"
680,35-9020,Dishwashers,broad,"506,450"
681,35-9021,Dishwashers,detailed,"506,450"
682,35-9030,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",broad,"404,360"
683,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",detailed,"404,360"
684,35-9090,Miscellaneous Food Preparation and Serving Related Workers,broad,"59,060"
685,35-9099,"Food Preparation and Serving Related Workers, All Other",detailed,"59,060"
686,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"4,426,090"
687,37-1000,Supervisors of Building and Grounds Cleaning and Maintenance Workers,minor,"264,210"
688,37-1010,First-Line Supervisors of Building and Grounds Cleaning and Maintenance Workers,broad,"264,210"
689,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,detailed,"161,140"
690,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",detailed,"103,070"
691,37-2000,Building Cleaning and Pest Control Workers,minor,"3,174,220"
692,37-2010,Building Cleaning Workers,broad,"3,101,400"
693,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",detailed,"2,161,740"
694,37-2012,Maids and Housekeeping Cleaners,detailed,"924,640"
695,37-2019,"Building Cleaning Workers, All Other",detailed,"15,020"
696,37-2020,Pest Control Workers,broad,"72,830"
697,37-2021,Pest Control Workers,detailed,"72,830"
698,37-3000,Grounds Maintenance Workers,minor,"987,670"
699,37-3010,Grounds Maintenance Workers,broad,"987,670"
700,37-3011,Landscaping and Groundskeeping Workers,detailed,"906,570"
701,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",detailed,"25,230"
702,37-3013,Tree Trimmers and Pruners,detailed,"40,680"
703,37-3019,"Grounds Maintenance Workers, All Other",detailed,"15,170"
704,39-0000,Personal Care and Service Occupations,major,"4,514,960"
705,39-1000,Supervisors of Personal Care and Service Workers,minor,"220,200"
706,39-1010,First-Line Supervisors of Gaming Workers,broad,"29,780"
707,39-1011,Gaming Supervisors,detailed,"22,130"
708,39-1012,Slot Supervisors,detailed,"7,640"
709,39-1020,First-Line Supervisors of Personal Service Workers,broad,"190,420"
710,39-1021,First-Line Supervisors of Personal Service Workers,detailed,"190,420"
711,39-2000,Animal Care and Service Workers,minor,"200,950"
712,39-2010,Animal Trainers,broad,"13,590"
713,39-2011,Animal Trainers,detailed,"13,590"
714,39-2020,Nonfarm Animal Caretakers,broad,"187,360"
715,39-2021,Nonfarm Animal Caretakers,detailed,"187,360"
716,39-3000,Entertainment Attendants and Related Workers,minor,"567,550"
717,39-3010,Gaming Services Workers,broad,"118,170"
718,39-3011,Gaming Dealers,detailed,"94,570"
719,39-3012,Gaming and Sports Book Writers and Runners,detailed,"11,460"
720,39-3019,"Gaming Service Workers, All Other",detailed,"12,140"
721,39-3020,Motion Picture Projectionists,broad,"5,480"
722,39-3021,Motion Picture Projectionists,detailed,"5,480"
723,39-3030,"Ushers, Lobby Attendants, and Ticket Takers",broad,"117,920"
724,39-3031,"Ushers, Lobby Attendants, and Ticket Takers",detailed,"117,920"
725,39-3090,Miscellaneous Entertainment Attendants and Related Workers,broad,"325,970"
726,39-3091,Amusement and Recreation Attendants,detailed,"286,740"
727,39-3092,Costume Attendants,detailed,"6,640"
728,39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",detailed,"18,040"
729,39-3099,"Entertainment Attendants and Related Workers, All Other",detailed,"14,550"
730,39-4000,Funeral Service Workers,minor,"65,330"
731,39-4010,Embalmers,broad,"3,710"
732,39-4011,Embalmers,detailed,"3,710"
733,39-4020,Funeral Attendants,broad,"35,770"
734,39-4021,Funeral Attendants,detailed,"35,770"
735,39-4030,"Morticians, Undertakers, and Funeral Directors",broad,"25,850"
736,39-4031,"Morticians, Undertakers, and Funeral Directors",detailed,"25,850"
737,39-5000,Personal Appearance Workers,minor,"521,740"
738,39-5010,"Barbers, Hairdressers, Hairstylists and Cosmetologists",broad,"368,280"
739,39-5011,Barbers,detailed,"15,900"
740,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",detailed,"352,380"
741,39-5090,Miscellaneous Personal Appearance Workers,broad,"153,460"
742,39-5091,"Makeup Artists, Theatrical and Performance",detailed,"3,600"
743,39-5092,Manicurists and Pedicurists,detailed,"90,630"
744,39-5093,Shampooers,detailed,"15,240"
745,39-5094,Skincare Specialists,detailed,"43,980"
746,39-6000,"Baggage Porters, Bellhops, and Concierges",minor,"76,760"
747,39-6010,"Baggage Porters, Bellhops, and Concierges",broad,"76,760"
748,39-6011,Baggage Porters and Bellhops,detailed,"44,750"
749,39-6012,Concierges,detailed,"32,020"
750,39-7000,Tour and Travel Guides,minor,"41,690"
751,39-7010,Tour and Travel Guides,broad,"41,690"
752,39-7011,Tour Guides and Escorts,detailed,"38,660"
753,39-7012,Travel Guides,detailed,"3,030"
754,39-9000,Other Personal Care and Service Workers,minor,"2,820,750"
755,39-9010,Childcare Workers,broad,"569,370"
756,39-9011,Childcare Workers,detailed,"569,370"
757,39-9020,Personal Care Aides,broad,"1,492,250"
758,39-9021,Personal Care Aides,detailed,"1,492,250"
759,39-9030,Recreation and Fitness Workers,broad,"594,280"
760,39-9031,Fitness Trainers and Aerobics Instructors,detailed,"257,410"
761,39-9032,Recreation Workers,detailed,"336,880"
762,39-9040,Residential Advisors,broad,"110,330"
763,39-9041,Residential Advisors,detailed,"110,330"
764,39-9090,Miscellaneous Personal Care and Service Workers,broad,"54,520"
765,39-9099,"Personal Care and Service Workers, All Other",detailed,"54,520"
766,41-0000,Sales and Related Occupations,major,"14,536,530"
767,41-1000,Supervisors of Sales Workers,minor,"1,446,900"
768,41-1010,First-Line Supervisors of Sales Workers,broad,"1,446,900"
769,41-1011,First-Line Supervisors of Retail Sales Workers,detailed,"1,194,220"
770,41-1012,First-Line Supervisors of Non-Retail Sales Workers,detailed,"252,670"
771,41-2000,Retail Sales Workers,minor,"8,791,750"
772,41-2010,Cashiers,broad,"3,564,130"
773,41-2011,Cashiers,detailed,"3,541,010"
774,41-2012,Gaming Change Persons and Booth Cashiers,detailed,"23,120"
775,41-2020,Counter and Rental Clerks and Parts Salespersons,broad,"699,070"
776,41-2021,Counter and Rental Clerks,detailed,"450,330"
777,41-2022,Parts Salespersons,detailed,"248,740"
778,41-2030,Retail Salespersons,broad,"4,528,550"
779,41-2031,Retail Salespersons,detailed,"4,528,550"
780,41-3000,"Sales Representatives, Services",minor,"1,903,140"
781,41-3010,Advertising Sales Agents,broad,"141,100"
782,41-3011,Advertising Sales Agents,detailed,"141,100"
783,41-3020,Insurance Sales Agents,broad,"385,700"
784,41-3021,Insurance Sales Agents,detailed,"385,700"
785,41-3030,"Securities, Commodities, and Financial Services Sales Agents",broad,"353,780"
786,41-3031,"Securities, Commodities, and Financial Services Sales Agents",detailed,"353,780"
787,41-3040,Travel Agents,broad,"68,680"
788,41-3041,Travel Agents,detailed,"68,680"
789,41-3090,"Miscellaneous Sales Representatives, Services",broad,"953,870"
790,41-3099,"Sales Representatives, Services, All Other",detailed,"953,870"
791,41-4000,"Sales Representatives, Wholesale and Manufacturing",minor,"1,732,420"
792,41-4010,"Sales Representatives, Wholesale and Manufacturing",broad,"1,732,420"
793,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",detailed,"328,370"
794,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",detailed,"1,404,050"
795,41-9000,Other Sales and Related Workers,minor,"662,330"
796,41-9010,"Models, Demonstrators, and Product Promoters",broad,"90,890"
797,41-9011,Demonstrators and Product Promoters,detailed,"86,500"
798,41-9012,Models,detailed,"4,390"
799,41-9020,Real Estate Brokers and Sales Agents,broad,"192,690"
800,41-9021,Real Estate Brokers,detailed,"40,850"
801,41-9022,Real Estate Sales Agents,detailed,"151,840"
802,41-9030,Sales Engineers,broad,"74,330"
803,41-9031,Sales Engineers,detailed,"74,330"
804,41-9040,Telemarketers,broad,"215,290"
805,41-9041,Telemarketers,detailed,"215,290"
806,41-9090,Miscellaneous Sales and Related Workers,broad,"89,120"
807,41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",detailed,"8,040"
808,41-9099,"Sales and Related Workers, All Other",detailed,"81,080"
809,43-0000,Office and Administrative Support Occupations,major,"22,026,080"
810,43-1000,Supervisors of Office and Administrative Support Workers,minor,"1,443,150"
811,43-1010,First-Line Supervisors of Office and Administrative Support Workers,broad,"1,443,150"
812,43-1011,First-Line Supervisors of Office and Administrative Support Workers,detailed,"1,443,150"
813,43-2000,Communications Equipment Operators,minor,"101,910"
814,43-2010,"Switchboard Operators, Including Answering Service",broad,"90,910"
815,43-2011,"Switchboard Operators, Including Answering Service",detailed,"90,910"
816,43-2020,Telephone Operators,broad,"8,860"
817,43-2021,Telephone Operators,detailed,"8,860"
818,43-2090,Miscellaneous Communications Equipment Operators,broad,"2,150"
819,43-2099,"Communications Equipment Operators, All Other",detailed,"2,150"
820,43-3000,Financial Clerks,minor,"3,133,030"
821,43-3010,Bill and Account Collectors,broad,"298,960"
822,43-3011,Bill and Account Collectors,detailed,"298,960"
823,43-3020,Billing and Posting Clerks,broad,"485,220"
824,43-3021,Billing and Posting Clerks,detailed,"485,220"
825,43-3030,"Bookkeeping, Accounting, and Auditing Clerks",broad,"1,566,960"
826,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",detailed,"1,566,960"
827,43-3040,Gaming Cage Workers,broad,"18,810"
828,43-3041,Gaming Cage Workers,detailed,"18,810"
829,43-3050,Payroll and Timekeeping Clerks,broad,"159,650"
830,43-3051,Payroll and Timekeeping Clerks,detailed,"159,650"
831,43-3060,Procurement Clerks,broad,"72,120"
832,43-3061,Procurement Clerks,detailed,"72,120"
833,43-3070,Tellers,broad,"496,760"
834,43-3071,Tellers,detailed,"496,760"
835,43-3090,Miscellaneous Financial Clerks,broad,"34,540"
836,43-3099,"Financial Clerks, All Other",detailed,"34,540"
837,43-4000,Information and Record Clerks,minor,"5,630,810"
838,43-4010,Brokerage Clerks,broad,"59,820"
839,43-4011,Brokerage Clerks,detailed,"59,820"
840,43-4020,Correspondence Clerks,broad,"6,780"
841,43-4021,Correspondence Clerks,detailed,"6,780"
842,43-4030,"Court, Municipal, and License Clerks",broad,"128,620"
843,43-4031,"Court, Municipal, and License Clerks",detailed,"128,620"
844,43-4040,"Credit Authorizers, Checkers, and Clerks",broad,"37,680"
845,43-4041,"Credit Authorizers, Checkers, and Clerks",detailed,"37,680"
846,43-4050,Customer Service Representatives,broad,"2,707,040"
847,43-4051,Customer Service Representatives,detailed,"2,707,040"
848,43-4060,"Eligibility Interviewers, Government Programs",broad,"135,940"
849,43-4061,"Eligibility Interviewers, Government Programs",detailed,"135,940"
850,43-4070,File Clerks,broad,"130,950"
851,43-4071,File Clerks,detailed,"130,950"
852,43-4080,"Hotel, Motel, and Resort Desk Clerks",broad,"248,440"
853,43-4081,"Hotel, Motel, and Resort Desk Clerks",detailed,"248,440"
854,43-4110,"Interviewers, Except Eligibility and Loan",broad,"186,030"
855,43-4111,"Interviewers, Except Eligibility and Loan",detailed,"186,030"
856,43-4120,"Library Assistants, Clerical",broad,"98,560"
857,43-4121,"Library Assistants, Clerical",detailed,"98,560"
858,43-4130,Loan Interviewers and Clerks,broad,"224,340"
859,43-4131,Loan Interviewers and Clerks,detailed,"224,340"
860,43-4140,New Accounts Clerks,broad,"41,630"
861,43-4141,New Accounts Clerks,detailed,"41,630"
862,43-4150,Order Clerks,broad,"176,850"
863,43-4151,Order Clerks,detailed,"176,850"
864,43-4160,"Human Resources Assistants, Except Payroll and Timekeeping",broad,"137,150"
865,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",detailed,"137,150"
866,43-4170,Receptionists and Information Clerks,broad,"997,770"
867,43-4171,Receptionists and Information Clerks,detailed,"997,770"
868,43-4180,Reservation and Transportation Ticket Agents and Travel Clerks,broad,"146,350"
869,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,detailed,"146,350"
870,43-4190,Miscellaneous Information and Record Clerks,broad,"166,850"
871,43-4199,"Information and Record Clerks, All Other",detailed,"166,850"
872,43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",minor,"4,101,520"
873,43-5010,Cargo and Freight Agents,broad,"88,920"
874,43-5011,Cargo and Freight Agents,detailed,"88,920"
875,43-5020,Couriers and Messengers,broad,"74,120"
876,43-5021,Couriers and Messengers,detailed,"74,120"
877,43-5030,Dispatchers,broad,"293,090"
878,43-5031,"Police, Fire, and Ambulance Dispatchers",detailed,"95,170"
879,43-5032,"Dispatchers, Except Police, Fire, and Ambulance",detailed,"197,910"
880,43-5040,"Meter Readers, Utilities",broad,"34,070"
881,43-5041,"Meter Readers, Utilities",detailed,"34,070"
882,43-5050,Postal Service Workers,broad,"521,750"
883,43-5051,Postal Service Clerks,detailed,"82,030"
884,43-5052,Postal Service Mail Carriers,detailed,"328,950"
885,43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",detailed,"110,770"
886,43-5060,"Production, Planning, and Expediting Clerks",broad,"321,780"
887,43-5061,"Production, Planning, and Expediting Clerks",detailed,"321,780"
888,43-5070,"Shipping, Receiving, and Traffic Clerks",broad,"676,990"
889,43-5071,"Shipping, Receiving, and Traffic Clerks",detailed,"676,990"
890,43-5080,Stock Clerks and Order Fillers,broad,"2,016,340"
891,43-5081,Stock Clerks and Order Fillers,detailed,"2,016,340"
892,43-5110,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",broad,"74,460"
893,43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",detailed,"74,460"
894,43-6000,Secretaries and Administrative Assistants,minor,"3,675,140"
895,43-6010,Secretaries and Administrative Assistants,broad,"3,675,140"
896,43-6011,Executive Secretaries and Executive Administrative Assistants,detailed,"631,610"
897,43-6012,Legal Secretaries,detailed,"191,200"
898,43-6013,Medical Secretaries,detailed,"556,820"
899,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",detailed,"2,295,510"
900,43-9000,Other Office and Administrative Support Workers,minor,"3,940,510"
901,43-9010,Computer Operators,broad,"46,810"
902,43-9011,Computer Operators,detailed,"46,810"
903,43-9020,Data Entry and Information Processing Workers,broad,"262,040"
904,43-9021,Data Entry Keyers,detailed,"194,810"
905,43-9022,Word Processors and Typists,detailed,"67,230"
906,43-9030,Desktop Publishers,broad,"13,090"
907,43-9031,Desktop Publishers,detailed,"13,090"
908,43-9040,Insurance Claims and Policy Processing Clerks,broad,"274,350"
909,43-9041,Insurance Claims and Policy Processing Clerks,detailed,"274,350"
910,43-9050,"Mail Clerks and Mail Machine Operators, Except Postal Service",broad,"91,530"
