,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP
909,43-9041,Insurance Claims and Policy Processing Clerks,detailed,"262,910"
910,43-9050,"Mail Clerks and Mail Machine Operators, Except Postal Service",broad,"95,640"
911,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",detailed,"95,640"
912,43-9060,"Office Clerks, General",broad,"2,944,420"
913,43-9061,"Office Clerks, General",detailed,"2,944,420"
914,43-9070,"Office Machine Operators, Except Computer",broad,"63,290"
915,43-9071,"Office Machine Operators, Except Computer",detailed,"63,290"
916,43-9080,Proofreaders and Copy Markers,broad,"10,810"
917,43-9081,Proofreaders and Copy Markers,detailed,"10,810"
918,43-9110,Statistical Assistants,broad,"13,510"
919,43-9111,Statistical Assistants,detailed,"13,510"
920,43-9190,Miscellaneous Office and Administrative Support Workers,broad,"239,630"
921,43-9199,"Office and Administrative Support Workers, All Other",detailed,"239,630"
922,45-0000,"Farming, Fishing, and Forestry Occupations",major,"454,230"
923,45-1000,"Supervisors of Farming, Fishing, and Forestry Workers",minor,"19,060"
924,45-1010,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",broad,"19,060"
925,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",detailed,"19,060"
926,45-2000,Agricultural Workers,minor,"388,900"
927,45-2010,Agricultural Inspectors,broad,"14,670"
928,45-2011,Agricultural Inspectors,detailed,"14,670"
929,45-2020,Animal Breeders,broad,"1,030"
930,45-2021,Animal Breeders,detailed,"1,030"
931,45-2040,"Graders and Sorters, Agricultural Products",broad,"35,290"
932,45-2041,"Graders and Sorters, Agricultural Products",detailed,"35,290"
933,45-2090,Miscellaneous Agricultural Workers,broad,"337,920"
934,45-2091,Agricultural Equipment Operators,detailed,"27,200"
935,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",detailed,"272,170"
936,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",detailed,"33,530"
937,45-2099,"Agricultural Workers, All Other",detailed,"5,020"
938,45-3000,Fishing and Hunting Workers,minor,700
939,45-3010,Fishers and Related Fishing Workers,broad,540
940,45-3011,Fishers and Related Fishing Workers,detailed,540
941,45-4000,"Forest, Conservation, and Logging Workers",minor,"45,570"
942,45-4010,Forest and Conservation Workers,broad,"6,870"
943,45-4011,Forest and Conservation Workers,detailed,"6,870"
944,45-4020,Logging Workers,broad,"38,700"
945,45-4021,Fallers,detailed,"5,840"
946,45-4022,Logging Equipment Operators,detailed,"27,290"
947,45-4023,Log Graders and Scalers,detailed,"2,740"
948,45-4029,"Logging Workers, All Other",detailed,"2,830"
949,47-0000,Construction and Extraction Occupations,major,"5,477,820"
950,47-1000,Supervisors of Construction and Extraction Workers,minor,"517,560"
951,47-1010,First-Line Supervisors of Construction Trades and Extraction Workers,broad,"517,560"
952,47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,detailed,"517,560"
953,47-2000,Construction Trades Workers,minor,"4,076,800"
954,47-2010,Boilermakers,broad,"16,350"
955,47-2011,Boilermakers,detailed,"16,350"
956,47-2020,"Brickmasons, Blockmasons, and Stonemasons",broad,"74,570"
957,47-2021,Brickmasons and Blockmasons,detailed,"61,360"
958,47-2022,Stonemasons,detailed,"13,210"
959,47-2030,Carpenters,broad,"639,190"
960,47-2031,Carpenters,detailed,"639,190"
961,47-2040,"Carpet, Floor, and Tile Installers and Finishers",broad,"75,280"
962,47-2041,Carpet Installers,detailed,"25,810"
963,47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",detailed,"9,830"
964,47-2043,Floor Sanders and Finishers,detailed,"4,700"
965,47-2044,Tile and Marble Setters,detailed,"34,940"
966,47-2050,"Cement Masons, Concrete Finishers, and Terrazzo Workers",broad,"166,610"
967,47-2051,Cement Masons and Concrete Finishers,detailed,"163,360"
968,47-2053,Terrazzo Workers and Finishers,detailed,"3,250"
969,47-2060,Construction Laborers,broad,"887,580"
970,47-2061,Construction Laborers,detailed,"887,580"
971,47-2070,Construction Equipment Operators,broad,"411,920"
972,47-2071,"Paving, Surfacing, and Tamping Equipment Operators",detailed,"53,110"
973,47-2072,Pile-Driver Operators,detailed,"3,670"
974,47-2073,Operating Engineers and Other Construction Equipment Operators,detailed,"355,140"
975,47-2080,"Drywall Installers, Ceiling Tile Installers, and Tapers",broad,"106,000"
976,47-2081,Drywall and Ceiling Tile Installers,detailed,"88,490"
977,47-2082,Tapers,detailed,"17,500"
978,47-2110,Electricians,broad,"592,230"
979,47-2111,Electricians,detailed,"592,230"
980,47-2120,Glaziers,broad,"44,230"
981,47-2121,Glaziers,detailed,"44,230"
982,47-2130,Insulation Workers,broad,"55,180"
983,47-2131,"Insulation Workers, Floor, Ceiling, and Wall",detailed,"25,850"
984,47-2132,"Insulation Workers, Mechanical",detailed,"29,330"
985,47-2140,Painters and Paperhangers,broad,"216,340"
986,47-2141,"Painters, Construction and Maintenance",detailed,"213,330"
987,47-2142,Paperhangers,detailed,"3,020"
988,47-2150,"Pipelayers, Plumbers, Pipefitters, and Steamfitters",broad,"432,380"
989,47-2151,Pipelayers,detailed,"40,710"
990,47-2152,"Plumbers, Pipefitters, and Steamfitters",detailed,"391,680"
991,47-2160,Plasterers and Stucco Masons,broad,"22,420"
992,47-2161,Plasterers and Stucco Masons,detailed,"22,420"
993,47-2170,Reinforcing Iron and Rebar Workers,broad,"20,060"
994,47-2171,Reinforcing Iron and Rebar Workers,detailed,"20,060"
995,47-2180,Roofers,broad,"109,720"
996,47-2181,Roofers,detailed,"109,720"
997,47-2210,Sheet Metal Workers,broad,"135,570"
998,47-2211,Sheet Metal Workers,detailed,"135,570"
999,47-2220,Structural Iron and Steel Workers,broad,"64,280"
1000,47-2221,Structural Iron and Steel Workers,detailed,"64,280"
1001,47-2230,Solar Photovoltaic Installers,broad,"6,870"
1002,47-2231,Solar Photovoltaic Installers,detailed,"6,870"
1003,47-3000,"Helpers, Construction Trades",minor,"228,710"
1004,47-3010,"Helpers, Construction Trades",broad,"228,710"
1005,47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",detailed,"22,970"
1006,47-3012,Helpers--Carpenters,detailed,"37,820"
1007,47-3013,Helpers--Electricians,detailed,"71,610"
1008,47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",detailed,"11,030"
1009,47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",detailed,"55,530"
1010,47-3016,Helpers--Roofers,detailed,"10,810"
1011,47-3019,"Helpers, Construction Trades, All Other",detailed,"18,930"
1012,47-4000,Other Construction and Related Workers,minor,"393,710"
1013,47-4010,Construction and Building Inspectors,broad,"91,480"
1014,47-4011,Construction and Building Inspectors,detailed,"91,480"
1015,47-4020,Elevator Installers and Repairers,broad,"21,000"
1016,47-4021,Elevator Installers and Repairers,detailed,"21,000"
1017,47-4030,Fence Erectors,broad,"21,160"
1018,47-4031,Fence Erectors,detailed,"21,160"
1019,47-4040,Hazardous Materials Removal Workers,broad,"42,560"
1020,47-4041,Hazardous Materials Removal Workers,detailed,"42,560"
1021,47-4050,Highway Maintenance Workers,broad,"142,300"
1022,47-4051,Highway Maintenance Workers,detailed,"142,300"
1023,47-4060,Rail-Track Laying and Maintenance Equipment Operators,broad,"14,470"
1024,47-4061,Rail-Track Laying and Maintenance Equipment Operators,detailed,"14,470"
1025,47-4070,Septic Tank Servicers and Sewer Pipe Cleaners,broad,"27,080"
1026,47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,detailed,"27,080"
1027,47-4090,Miscellaneous Construction and Related Workers,broad,"33,660"
1028,47-4091,Segmental Pavers,detailed,"1,240"
1029,47-4099,"Construction and Related Workers, All Other",detailed,"32,420"
1030,47-5000,Extraction Workers,minor,"261,040"
1031,47-5010,"Derrick, Rotary Drill, and Service Unit Operators, Oil, Gas, and Mining",broad,"105,120"
1032,47-5011,"Derrick Operators, Oil and Gas",detailed,"19,330"
1033,47-5012,"Rotary Drill Operators, Oil and Gas",detailed,"24,960"
1034,47-5013,"Service Unit Operators, Oil, Gas, and Mining",detailed,"60,830"
1035,47-5020,"Earth Drillers, Except Oil and Gas",broad,"19,490"
1036,47-5021,"Earth Drillers, Except Oil and Gas",detailed,"19,490"
1037,47-5030,"Explosives Workers, Ordnance Handling Experts, and Blasters",broad,"7,540"
1038,47-5031,"Explosives Workers, Ordnance Handling Experts, and Blasters",detailed,"7,540"
1039,47-5040,Mining Machine Operators,broad,"19,880"
1040,47-5041,Continuous Mining Machine Operators,detailed,"11,130"
1041,47-5042,Mine Cutting and Channeling Machine Operators,detailed,"6,630"
1042,47-5049,"Mining Machine Operators, All Other",detailed,"2,120"
1043,47-5050,"Rock Splitters, Quarry",broad,"3,790"
1044,47-5051,"Rock Splitters, Quarry",detailed,"3,790"
1045,47-5060,"Roof Bolters, Mining",broad,"5,220"
1046,47-5061,"Roof Bolters, Mining",detailed,"5,220"
1047,47-5070,"Roustabouts, Oil and Gas",broad,"71,790"
1048,47-5071,"Roustabouts, Oil and Gas",detailed,"71,790"
1049,47-5080,Helpers--Extraction Workers,broad,"22,820"
1050,47-5081,Helpers--Extraction Workers,detailed,"22,820"
1051,47-5090,Miscellaneous Extraction Workers,broad,"5,400"
1052,47-5099,"Extraction Workers, All Other",detailed,"5,400"
1053,49-0000,"Installation, Maintenance, and Repair Occupations",major,"5,374,150"
1054,49-1000,"Supervisors of Installation, Maintenance, and Repair Workers",minor,"445,510"
1055,49-1010,"First-Line Supervisors of Mechanics, Installers, and Repairers",broad,"445,510"
1056,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",detailed,"445,510"
1057,49-2000,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",minor,"585,270"
1058,49-2010,"Computer, Automated Teller, and Office Machine Repairers",broad,"106,100"
1059,49-2011,"Computer, Automated Teller, and Office Machine Repairers",detailed,"106,100"
1060,49-2020,Radio and Telecommunications Equipment Installers and Repairers,broad,"233,260"
1061,49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",detailed,"14,160"
1062,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",detailed,"219,100"
1063,49-2090,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers",broad,"245,910"
1064,49-2091,Avionics Technicians,detailed,"17,340"
1065,49-2092,"Electric Motor, Power Tool, and Related Repairers",detailed,"17,920"
1066,49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",detailed,"14,210"
1067,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",detailed,"69,290"
1068,49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",detailed,"23,070"
1069,49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",detailed,"12,470"
1070,49-2097,Electronic Home Entertainment Equipment Installers and Repairers,detailed,"26,890"
1071,49-2098,Security and Fire Alarm Systems Installers,detailed,"64,730"
1072,49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",minor,"1,554,340"
1073,49-3010,Aircraft Mechanics and Service Technicians,broad,"124,040"
1074,49-3011,Aircraft Mechanics and Service Technicians,detailed,"124,040"
1075,49-3020,Automotive Technicians and Repairers,broad,"798,280"
1076,49-3021,Automotive Body and Related Repairers,detailed,"143,040"
1077,49-3022,Automotive Glass Installers and Repairers,detailed,"17,160"
1078,49-3023,Automotive Service Technicians and Mechanics,detailed,"638,080"
1079,49-3030,Bus and Truck Mechanics and Diesel Engine Specialists,broad,"251,750"
1080,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,detailed,"251,750"
1081,49-3040,Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics,broad,"180,400"
1082,49-3041,Farm Equipment Mechanics and Service Technicians,detailed,"37,080"
1083,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",detailed,"121,900"
1084,49-3043,Rail Car Repairers,detailed,"21,410"
1085,49-3050,Small Engine Mechanics,broad,"67,850"
1086,49-3051,Motorboat Mechanics and Service Technicians,detailed,"20,440"
1087,49-3052,Motorcycle Mechanics,detailed,"15,850"
1088,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,detailed,"31,560"
1089,49-3090,"Miscellaneous Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",broad,"132,030"
1090,49-3091,Bicycle Repairers,detailed,"12,560"
1091,49-3092,Recreational Vehicle Service Technicians,detailed,"11,970"
1092,49-3093,Tire Repairers and Changers,detailed,"107,500"
1093,49-9000,"Other Installation, Maintenance, and Repair Occupations",minor,"2,789,020"
1094,49-9010,Control and Valve Installers and Repairers,broad,"60,440"
1095,49-9011,Mechanical Door Repairers,detailed,"17,930"
1096,49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",detailed,"42,510"
1097,49-9020,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",broad,"274,680"
1098,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",detailed,"274,680"
1099,49-9030,Home Appliance Repairers,broad,"33,990"
1100,49-9031,Home Appliance Repairers,detailed,"33,990"
1101,49-9040,"Industrial Machinery Installation, Repair, and Maintenance Workers",broad,"457,380"
1102,49-9041,Industrial Machinery Mechanics,detailed,"323,280"
1103,49-9043,"Maintenance Workers, Machinery",detailed,"92,520"
1104,49-9044,Millwrights,detailed,"40,030"
1105,49-9045,"Refractory Materials Repairers, Except Brickmasons",detailed,"1,550"
1106,49-9050,Line Installers and Repairers,broad,"221,740"
1107,49-9051,Electrical Power-Line Installers and Repairers,detailed,"115,380"
1108,49-9052,Telecommunications Line Installers and Repairers,detailed,"106,360"
1109,49-9060,Precision Instrument and Equipment Repairers,broad,"66,660"
1110,49-9061,Camera and Photographic Equipment Repairers,detailed,"3,540"
1111,49-9062,Medical Equipment Repairers,detailed,"41,060"
1112,49-9063,Musical Instrument Repairers and Tuners,detailed,"7,730"
1113,49-9064,Watch Repairers,detailed,"2,200"
1114,49-9069,"Precision Instrument and Equipment Repairers, All Other",detailed,"12,130"
1115,49-9070,"Maintenance and Repair Workers, General",broad,"1,314,560"
1116,49-9071,"Maintenance and Repair Workers, General",detailed,"1,314,560"
1117,49-9080,Wind Turbine Service Technicians,broad,"3,950"
1118,49-9081,Wind Turbine Service Technicians,detailed,"3,950"
1119,49-9090,"Miscellaneous Installation, Maintenance, and Repair Workers",broad,"355,620"
1120,49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",detailed,"32,250"
1121,49-9092,Commercial Divers,detailed,"3,450"
1122,49-9093,"Fabric Menders, Except Garment",detailed,620
1123,49-9094,Locksmiths and Safe Repairers,detailed,"17,800"
1124,49-9095,Manufactured Building and Mobile Home Installers,detailed,"3,650"
1125,49-9096,Riggers,detailed,"22,790"
1126,49-9097,Signal and Track Switch Repairers,detailed,"8,190"
1127,49-9098,"Helpers--Installation, Maintenance, and Repair Workers",detailed,"124,220"
1128,49-9099,"Installation, Maintenance, and Repair Workers, All Other",detailed,"142,650"
1129,51-0000,Production Occupations,major,"9,073,290"
1130,51-1000,Supervisors of Production Workers,minor,"603,080"
1131,51-1010,First-Line Supervisors of Production and Operating Workers,broad,"603,080"
1132,51-1011,First-Line Supervisors of Production and Operating Workers,detailed,"603,080"
1133,51-2000,Assemblers and Fabricators,minor,"1,800,410"
1134,51-2010,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",broad,"42,810"
1135,51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",detailed,"42,810"
1136,51-2020,"Electrical, Electronics, and Electromechanical Assemblers",broad,"273,030"
1137,51-2021,"Coil Winders, Tapers, and Finishers",detailed,"14,450"
1138,51-2022,Electrical and Electronic Equipment Assemblers,detailed,"212,170"
1139,51-2023,Electromechanical Equipment Assemblers,detailed,"46,400"
1140,51-2030,Engine and Other Machine Assemblers,broad,"38,700"
1141,51-2031,Engine and Other Machine Assemblers,detailed,"38,700"
1142,51-2040,Structural Metal Fabricators and Fitters,broad,"79,620"
1143,51-2041,Structural Metal Fabricators and Fitters,detailed,"79,620"
1144,51-2090,Miscellaneous Assemblers and Fabricators,broad,"1,366,250"
1145,51-2091,Fiberglass Laminators and Fabricators,detailed,"20,630"
1146,51-2092,Team Assemblers,detailed,"1,115,510"
1147,51-2093,Timing Device Assemblers and Adjusters,detailed,"1,190"
1148,51-2099,"Assemblers and Fabricators, All Other",detailed,"228,930"
1149,51-3000,Food Processing Workers,minor,"783,650"
1150,51-3010,Bakers,broad,"176,610"
1151,51-3011,Bakers,detailed,"176,610"
1152,51-3020,"Butchers and Other Meat, Poultry, and Fish Processing Workers",broad,"372,980"
1153,51-3021,Butchers and Meat Cutters,detailed,"137,350"
1154,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",detailed,"155,390"
1155,51-3023,Slaughterers and Meat Packers,detailed,"80,250"
1156,51-3090,Miscellaneous Food Processing Workers,broad,"234,060"
1157,51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",detailed,"20,320"
1158,51-3092,Food Batchmakers,detailed,"133,470"
1159,51-3093,Food Cooking Machine Operators and Tenders,detailed,"34,640"
1160,51-3099,"Food Processing Workers, All Other",detailed,"45,630"
1161,51-4000,Metal Workers and Plastic Workers,minor,"1,945,220"
1162,51-4010,Computer Control Programmers and Operators,broad,"172,260"
1163,51-4011,"Computer-Controlled Machine Tool Operators, Metal and Plastic",detailed,"146,600"
1164,51-4012,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",detailed,"25,660"
1165,51-4020,"Forming Machine Setters, Operators, and Tenders, Metal and Plastic",broad,"123,780"
1166,51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,"72,390"
1167,51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,"19,650"
1168,51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,"31,740"
1169,51-4030,"Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic",broad,"342,970"
1170,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,"194,670"
1171,51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,"14,840"
1172,51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,"73,570"
1173,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,"40,140"
1174,51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,"19,750"
1175,51-4040,Machinists,broad,"399,040"
1176,51-4041,Machinists,detailed,"399,040"
1177,51-4050,"Metal Furnace Operators, Tenders, Pourers, and Casters",broad,"29,700"
1178,51-4051,Metal-Refining Furnace Operators and Tenders,detailed,"20,070"
1179,51-4052,"Pourers and Casters, Metal",detailed,"9,630"
1180,51-4060,"Model Makers and Patternmakers, Metal and Plastic",broad,"10,400"
1181,51-4061,"Model Makers, Metal and Plastic",detailed,"6,380"
1182,51-4062,"Patternmakers, Metal and Plastic",detailed,"4,020"
1183,51-4070,"Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic",broad,"148,410"
1184,51-4071,Foundry Mold and Coremakers,detailed,"12,860"
1185,51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,"135,550"
1186,51-4080,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",broad,"105,570"
1187,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,"105,570"
1188,51-4110,Tool and Die Makers,broad,"74,510"
1189,51-4111,Tool and Die Makers,detailed,"74,510"
1190,51-4120,"Welding, Soldering, and Brazing Workers",broad,"439,320"
1191,51-4121,"Welders, Cutters, Solderers, and Brazers",detailed,"386,240"
1192,51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",detailed,"53,080"
1193,51-4190,Miscellaneous Metal Workers and Plastic Workers,broad,"99,270"
1194,51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",detailed,"20,570"
1195,51-4192,"Layout Workers, Metal and Plastic",detailed,"10,660"
1196,51-4193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,"35,640"
1197,51-4194,"Tool Grinders, Filers, and Sharpeners",detailed,"10,220"
1198,51-4199,"Metal Workers and Plastic Workers, All Other",detailed,"22,190"
1199,51-5100,Printing Workers,minor,"256,040"
1200,51-5110,Printing Workers,broad,"256,040"
1201,51-5111,Prepress Technicians and Workers,detailed,"35,330"
1202,51-5112,Printing Press Operators,detailed,"168,330"
1203,51-5113,Print Binding and Finishing Workers,detailed,"52,380"
1204,51-6000,"Textile, Apparel, and Furnishings Workers",minor,"578,100"
1205,51-6010,Laundry and Dry-Cleaning Workers,broad,"201,620"
1206,51-6011,Laundry and Dry-Cleaning Workers,detailed,"201,620"
1207,51-6020,"Pressers, Textile, Garment, and Related Materials",broad,"48,340"
1208,51-6021,"Pressers, Textile, Garment, and Related Materials",detailed,"48,340"
1209,51-6030,Sewing Machine Operators,broad,"141,520"
1210,51-6031,Sewing Machine Operators,detailed,"141,520"
1211,51-6040,Shoe and Leather Workers,broad,"11,410"
1212,51-6041,Shoe and Leather Workers and Repairers,detailed,"8,180"
1213,51-6042,Shoe Machine Operators and Tenders,detailed,"3,230"
1214,51-6050,"Tailors, Dressmakers, and Sewers",broad,"26,900"
1215,51-6051,"Sewers, Hand",detailed,"6,920"
1216,51-6052,"Tailors, Dressmakers, and Custom Sewers",detailed,"19,980"
1217,51-6060,"Textile Machine Setters, Operators, and Tenders",broad,"76,630"
1218,51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,detailed,"11,630"
1219,51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",detailed,"14,680"
1220,51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",detailed,"22,560"
1221,51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",detailed,"27,760"
1222,51-6090,"Miscellaneous Textile, Apparel, and Furnishings Workers",broad,"71,690"
1223,51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",detailed,"19,810"
1224,51-6092,Fabric and Apparel Patternmakers,detailed,"5,140"
1225,51-6093,Upholsterers,detailed,"30,180"
1226,51-6099,"Textile, Apparel, and Furnishings Workers, All Other",detailed,"16,560"
1227,51-7000,Woodworkers,minor,"243,350"
1228,51-7010,Cabinetmakers and Bench Carpenters,broad,"93,650"
1229,51-7011,Cabinetmakers and Bench Carpenters,detailed,"93,650"
1230,51-7020,Furniture Finishers,broad,"16,480"
1231,51-7021,Furniture Finishers,detailed,"16,480"
1232,51-7030,"Model Makers and Patternmakers, Wood",broad,"2,180"
1233,51-7031,"Model Makers, Wood",detailed,"1,160"
1234,51-7032,"Patternmakers, Wood",detailed,"1,030"
1235,51-7040,"Woodworking Machine Setters, Operators, and Tenders",broad,"124,150"
1236,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",detailed,"48,600"
1237,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",detailed,"75,540"
1238,51-7090,Miscellaneous Woodworkers,broad,"6,900"
1239,51-7099,"Woodworkers, All Other",detailed,"6,900"
1240,51-8000,Plant and System Operators,minor,"311,050"
1241,51-8010,"Power Plant Operators, Distributors, and Dispatchers",broad,"55,990"
1242,51-8011,Nuclear Power Reactor Operators,detailed,"6,940"
1243,51-8012,Power Distributors and Dispatchers,detailed,"11,540"
1244,51-8013,Power Plant Operators,detailed,"37,510"
1245,51-8020,Stationary Engineers and Boiler Operators,broad,"34,630"
1246,51-8021,Stationary Engineers and Boiler Operators,detailed,"34,630"
1247,51-8030,Water and Wastewater Treatment Plant and System Operators,broad,"114,770"
1248,51-8031,Water and Wastewater Treatment Plant and System Operators,detailed,"114,770"
1249,51-8090,Miscellaneous Plant and System Operators,broad,"105,670"
1250,51-8091,Chemical Plant and System Operators,detailed,"35,020"
1251,51-8092,Gas Plant Operators,detailed,"16,790"
1252,51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",detailed,"42,320"
1253,51-8099,"Plant and System Operators, All Other",detailed,"11,540"
1254,51-9000,Other Production Occupations,minor,"2,552,380"
1255,51-9010,"Chemical Processing Machine Setters, Operators, and Tenders",broad,"115,400"
1256,51-9011,Chemical Equipment Operators and Tenders,detailed,"67,650"
1257,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",detailed,"47,750"
1258,51-9020,"Crushing, Grinding, Polishing, Mixing, and Blending Workers",broad,"188,510"
1259,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",detailed,"31,140"
1260,51-9022,"Grinding and Polishing Workers, Hand",detailed,"28,110"
1261,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",detailed,"129,270"
1262,51-9030,Cutting Workers,broad,"79,070"
1263,51-9031,"Cutters and Trimmers, Hand",detailed,"15,740"
1264,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",detailed,"63,330"
1265,51-9040,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",broad,"71,430"
1266,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",detailed,"71,430"
1267,51-9050,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",broad,"19,650"
1268,51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",detailed,"19,650"
1269,51-9060,"Inspectors, Testers, Sorters, Samplers, and Weighers",broad,"508,590"
1270,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",detailed,"508,590"
1271,51-9070,Jewelers and Precious Stone and Metal Workers,broad,"25,270"
1272,51-9071,Jewelers and Precious Stone and Metal Workers,detailed,"25,270"
1273,51-9080,"Medical, Dental, and Ophthalmic Laboratory Technicians",broad,"80,150"
1274,51-9081,Dental Laboratory Technicians,detailed,"37,520"
1275,51-9082,Medical Appliance Technicians,detailed,"14,640"
1276,51-9083,Ophthalmic Laboratory Technicians,detailed,"27,990"
1277,51-9110,Packaging and Filling Machine Operators and Tenders,broad,"378,560"
1278,51-9111,Packaging and Filling Machine Operators and Tenders,detailed,"378,560"
1279,51-9120,Painting Workers,broad,"156,550"
1280,51-9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",detailed,"88,780"
1281,51-9122,"Painters, Transportation Equipment",detailed,"51,760"
1282,51-9123,"Painting, Coating, and Decorating Workers",detailed,"16,020"
1283,51-9140,Semiconductor Processors,broad,"24,230"
1284,51-9141,Semiconductor Processors,detailed,"24,230"
1285,51-9150,Photographic Process Workers and Processing Machine Operators,broad,"23,940"
1286,51-9151,Photographic Process Workers and Processing Machine Operators,detailed,"23,940"
1287,51-9190,Miscellaneous Production Workers,broad,"881,020"
1288,51-9191,Adhesive Bonding Machine Operators and Tenders,detailed,"17,400"
1289,51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",detailed,"17,420"
1290,51-9193,Cooling and Freezing Equipment Operators and Tenders,detailed,"7,970"
1291,51-9194,Etchers and Engravers,detailed,"9,490"
1292,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",detailed,"38,730"
1293,51-9196,"Paper Goods Machine Setters, Operators, and Tenders",detailed,"91,400"
1294,51-9197,Tire Builders,detailed,"17,710"
1295,51-9198,Helpers--Production Workers,detailed,"439,000"
1296,51-9199,"Production Workers, All Other",detailed,"241,910"
1297,53-0000,Transportation and Material Moving Occupations,major,"9,536,610"
1298,53-1000,Supervisors of Transportation and Material Moving Workers,minor,"386,340"
1299,53-1010,Aircraft Cargo Handling Supervisors,broad,"6,760"
