OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP
49-9098,"Helpers--installation, maintenance, and repair workers",,153320
49-9099,"Installation, maintenance, and repair workers, all other",,141980
51-0000,Production occupations,major,10146560
51-1011,First-line supervisors/managers of production and operating workers,,666850
51-2011,"Aircraft structure, surfaces, rigging, and systems assemblers",,34410
51-2021,"Coil winders, tapers, and finishers",,22300
51-2022,Electrical and electronic equipment assemblers,,216470
51-2023,Electromechanical equipment assemblers,,64570
51-2031,Engine and other machine assemblers,,41100
51-2041,Structural metal fabricators and fitters,,107830
51-2091,Fiberglass laminators and fabricators,,31810
51-2092,Team assemblers,,1167150
51-2093,"Timing device assemblers, adjusters, and calibrators",,2710
51-2099,"Assemblers and fabricators, all other",,330940
51-3011,Bakers,,141560
51-3021,Butchers and meat cutters,,128510
51-3022,"Meat, poultry, and fish cutters and trimmers",,150190
51-3023,Slaughterers and meat packers,,110020
51-3091,"Food and tobacco roasting, baking, and drying machine operators and tenders",,18130
51-3092,Food batchmakers,,99650
51-3093,Food cooking machine operators and tenders,,41790
51-4011,"Computer-controlled machine tool operators, metal and plastic",,140380
51-4012,Numerical tool and process control programmers,,17280
51-4021,"Extruding and drawing machine setters, operators, and tenders, metal and plastic",,95330
51-4022,"Forging machine setters, operators, and tenders, metal and plastic",,30130
51-4023,"Rolling machine setters, operators, and tenders, metal and plastic",,37950
51-4031,"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",,254160
51-4032,"Drilling and boring machine tool setters, operators, and tenders, metal and plastic",,37680
51-4033,"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",,96730
51-4034,"Lathe and turning machine tool setters, operators, and tenders, metal and plastic",,61140
51-4035,"Milling and planing machine setters, operators, and tenders, metal and plastic",,26430
51-4041,Machinists,,410900
51-4051,Metal-refining furnace operators and tenders,,19180
51-4052,"Pourers and casters, metal",,15470
51-4061,"Model makers, metal and plastic",,9270
51-4062,"Patternmakers, metal and plastic",,7250
51-4071,Foundry mold and coremakers,,15000
51-4072,"Molding, coremaking, and casting machine setters, operators, and tenders, metal and plastic",,147850
51-4081,"Multiple machine tool setters, operators, and tenders, metal and plastic",,91090
51-4111,Tool and die makers,,92560
51-4121,"Welders, cutters, solderers, and brazers",,385740
51-4122,"Welding, soldering, and brazing machine setters, operators, and tenders",,50820
51-4191,"Heat treating equipment setters, operators, and tenders, metal and plastic",,25500
51-4192,"Lay-out workers, metal and plastic",,9190
51-4193,"Plating and coating machine setters, operators, and tenders, metal and plastic",,41370
51-4194,"Tool grinders, filers, and sharpeners",,17240
51-4199,"Metal workers and plastic workers, all other",,47100
51-5011,Bindery workers,,62990
51-5012,Bookbinders,,6230
51-5021,Job printers,,43320
51-5022,Prepress technicians and workers,,65540
51-5023,Printing machine operators,,199790
51-6011,Laundry and dry-cleaning workers,,218060
51-6021,"Pressers, textile, garment, and related materials",,69260
51-6031,Sewing machine operators,,200340
51-6041,Shoe and leather workers and repairers,,7880
51-6042,Shoe machine operators and tenders,,4130
51-6051,"Sewers, hand",,8530
51-6052,"Tailors, dressmakers, and custom sewers",,31550
51-6061,Textile bleaching and dyeing machine operators and tenders,,18050
51-6062,"Textile cutting machine setters, operators, and tenders",,21080
51-6063,"Textile knitting and weaving machine setters, operators, and tenders",,33400
51-6064,"Textile winding, twisting, and drawing out machine setters, operators, and tenders",,40450
51-6091,"Extruding and forming machine setters, operators, and tenders, synthetic and glass fibers",,15240
51-6092,Fabric and apparel patternmakers,,8370
51-6093,Upholsterers,,40290
51-6099,"Textile, apparel, and furnishings workers, all other",,21760
51-7011,Cabinetmakers and bench carpenters,,128730
51-7021,Furniture finishers,,23470
51-7031,"Model makers, wood",,1610
51-7032,"Patternmakers, wood",,2040
51-7041,"Sawing machine setters, operators, and tenders, wood",,58160
51-7042,"Woodworking machine setters, operators, and tenders, except sawing",,95220
51-7099,"Woodworkers, all other",,11470
51-8011,Nuclear power reactor operators,,4220
51-8012,Power distributors and dispatchers,,9410
51-8013,Power plant operators,,34400
51-8021,Stationary engineers and boiler operators,,40370
51-8031,Water and liquid waste treatment plant and system operators,,108290
51-8091,Chemical plant and system operators,,48030
51-8092,Gas plant operators,,13190
51-8093,"Petroleum pump system operators, refinery operators, and gaugers",,43270
51-8099,"Plant and system operators, all other",,13290
51-9011,Chemical equipment operators and tenders,,52620
51-9012,"Separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders",,44310
51-9021,"Crushing, grinding, and polishing machine setters, operators, and tenders",,42360
51-9022,"Grinding and polishing workers, hand",,42750
51-9023,"Mixing and blending machine setters, operators, and tenders",,139370
51-9031,"Cutters and trimmers, hand",,26180
51-9032,"Cutting and slicing machine setters, operators, and tenders",,80260
51-9041,"Extruding, forming, pressing, and compacting machine setters, operators, and tenders",,88600
51-9051,"Furnace, kiln, oven, drier, and kettle operators and tenders",,24590
51-9061,"Inspectors, testers, sorters, samplers, and weighers",,472900
51-9071,Jewelers and precious stone and metal workers,,27160
51-9081,Dental laboratory technicians,,44530
51-9082,Medical appliance technicians,,11900
51-9083,Ophthalmic laboratory technicians,,30900
51-9111,Packaging and filling machine operators and tenders,,368320
51-9121,"Coating, painting, and spraying machine setters, operators, and tenders",,102600
51-9122,"Painters, transportation equipment",,51260
51-9123,"Painting, coating, and decorating workers",,31740
51-9131,Photographic process workers,,21090
51-9132,Photographic processing machine operators,,50690
51-9141,Semiconductor processors,,36690
51-9191,Cementing and gluing machine operators and tenders,,21670
51-9192,"Cleaning, washing, and metal pickling equipment operators and tenders",,16850
51-9193,Cooling and freezing equipment operators and tenders,,9610
51-9194,Etchers and engravers,,11130
51-9195,"Molders, shapers, and casters, except metal and plastic",,41650
51-9196,"Paper goods machine setters, operators, and tenders",,111250
51-9197,Tire builders,,20530
51-9198,Helpers--production workers,,524440
51-9199,"Production workers, all other",,288480
53-0000,Transportation and material moving occupations,major,9629030
53-1011,Aircraft cargo handling supervisors,,4690
53-1021,"First-line supervisors/managers of helpers, laborers, and material movers, hand",,184400
53-1031,First-line supervisors/managers of transportation and material-moving machine and vehicle operators,,223710
53-2011,"Airline pilots, copilots, and flight engineers",,78250
53-2012,Commercial pilots,,29180
53-2021,Air traffic controllers,,24180
53-2022,Airfield operations specialists,,6210
53-3011,"Ambulance drivers and attendants, except emergency medical technicians",,21520
53-3021,"Bus drivers, transit and intercity",,189050
53-3022,"Bus drivers, school",,461590
53-3031,Driver/sales workers,,382360
53-3032,"Truck drivers, heavy and tractor-trailer",,1693590
53-3033,"Truck drivers, light or delivery services",,922900
53-3041,Taxi drivers and chauffeurs,,165590
53-3099,"Motor vehicle operators, all other",,77660
53-4011,Locomotive engineers,,41760
53-4012,Locomotive firers,,580
53-4013,"Rail yard engineers, dinkey operators, and hostlers",,4950
53-4021,"Railroad brake, signal, and switch operators",,23120
53-4031,Railroad conductors and yardmasters,,37540
53-4041,Subway and streetcar operators,,6600
53-4099,"Rail transportation workers, all other",,5210
53-5011,Sailors and marine oilers,,32520
53-5021,"Captains, mates, and pilots of water vessels",,30540
53-5022,Motorboat operators,,3250
53-5031,Ship engineers,,13710
53-6011,Bridge and lock tenders,,4750
53-6021,Parking lot attendants,,131860
53-6031,Service station attendants,,93140
53-6041,Traffic technicians,,6550
53-6051,Transportation inspectors,,24130
53-6099,"Transportation workers, all other",,46720
53-7011,Conveyor operators and tenders,,45580
53-7021,Crane and tower operators,,45720
53-7031,Dredge operators,,1910
53-7032,Excavating and loading machine and dragline operators,,68040
53-7033,"Loading machine operators, underground mining",,2770
53-7041,Hoist and winch operators,,3220
53-7051,Industrial truck and tractor operators,,630700
53-7061,Cleaners of vehicles and equipment,,336210
53-7062,"Laborers and freight, stock, and material movers, hand",,2363440
53-7063,Machine feeders and offbearers,,143140
53-7064,"Packers and packagers, hand",,798450
53-7071,Gas compressor and gas pumping station operators,,4230
53-7072,"Pump operators, except wellhead pumpers",,10400
53-7073,Wellhead pumpers,,15780
53-7081,Refuse and recyclable material collectors,,126270
53-7111,Shuttle car operators,,2660
53-7121,"Tank car, truck, and ship loaders",,14870
53-7199,"Material moving workers, all other",,43840
