ID,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP
1297,53-2030,Flight Attendants,broad,"118,770"
1298,53-2031,Flight Attendants,detailed,"118,770"
1299,53-3000,Motor Vehicle Operators,minor,"4,088,870"
1300,53-3010,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",broad,"15,380"
1301,53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",detailed,"15,380"
1302,53-3020,Bus Drivers,broad,"678,260"
1303,53-3021,"Bus Drivers, Transit and Intercity",detailed,"174,110"
1304,53-3022,"Bus Drivers, School or Special Client",detailed,"504,150"
1305,53-3030,Driver/Sales Workers and Truck Drivers,broad,"3,130,500"
1306,53-3031,Driver/Sales Workers,detailed,"414,860"
1307,53-3032,Heavy and Tractor-Trailer Truck Drivers,detailed,"1,800,330"
1308,53-3033,Light Truck or Delivery Services Drivers,detailed,"915,310"
1309,53-3040,Taxi Drivers and Chauffeurs,broad,"207,920"
1310,53-3041,Taxi Drivers and Chauffeurs,detailed,"207,920"
1311,53-3090,Miscellaneous Motor Vehicle Operators,broad,"56,810"
1312,53-3099,"Motor Vehicle Operators, All Other",detailed,"56,810"
1313,53-4000,Rail Transportation Workers,minor,"109,460"
1314,53-4010,Locomotive Engineers and Operators,broad,"41,090"
1315,53-4011,Locomotive Engineers,detailed,"34,850"
1316,53-4012,Locomotive Firers,detailed,560
1317,53-4013,"Rail Yard Engineers, Dinkey Operators, and Hostlers",detailed,"5,690"
1318,53-4020,"Railroad Brake, Signal, and Switch Operators",broad,"14,270"
1319,53-4021,"Railroad Brake, Signal, and Switch Operators",detailed,"14,270"
1320,53-4030,Railroad Conductors and Yardmasters,broad,"42,360"
1321,53-4031,Railroad Conductors and Yardmasters,detailed,"42,360"
1322,53-4040,Subway and Streetcar Operators,broad,"8,850"
1323,53-4041,Subway and Streetcar Operators,detailed,"8,850"
1324,53-4090,Miscellaneous Rail Transportation Workers,broad,"2,890"
1325,53-4099,"Rail Transportation Workers, All Other",detailed,"2,890"
1326,53-5000,Water Transportation Workers,minor,"79,860"
1327,53-5010,Sailors and Marine Oilers,broad,"32,220"
1328,53-5011,Sailors and Marine Oilers,detailed,"32,220"
1329,53-5020,Ship and Boat Captains and Operators,broad,"38,910"
1330,53-5021,"Captains, Mates, and Pilots of Water Vessels",detailed,"36,390"
1331,53-5022,Motorboat Operators,detailed,"2,510"
1332,53-5030,Ship Engineers,broad,"8,740"
1333,53-5031,Ship Engineers,detailed,"8,740"
1334,53-6000,Other Transportation Workers,minor,"363,130"
1335,53-6010,Bridge and Lock Tenders,broad,"3,170"
1336,53-6011,Bridge and Lock Tenders,detailed,"3,170"
1337,53-6020,Parking Lot Attendants,broad,"145,900"
1338,53-6021,Parking Lot Attendants,detailed,"145,900"
1339,53-6030,Automotive and Watercraft Service Attendants,broad,"113,760"
1340,53-6031,Automotive and Watercraft Service Attendants,detailed,"113,760"
1341,53-6040,Traffic Technicians,broad,"7,290"
1342,53-6041,Traffic Technicians,detailed,"7,290"
1343,53-6050,Transportation Inspectors,broad,"29,990"
1344,53-6051,Transportation Inspectors,detailed,"29,990"
1345,53-6060,"Transportation Attendants, Except Flight Attendants",broad,"25,460"
1346,53-6061,"Transportation Attendants, Except Flight Attendants",detailed,"25,460"
1347,53-6090,Miscellaneous Transportation Workers,broad,"37,560"
1348,53-6099,"Transportation Workers, All Other",detailed,"37,560"
1349,53-7000,Material Moving Workers,minor,"4,911,060"
1350,53-7010,Conveyor Operators and Tenders,broad,"23,390"
1351,53-7011,Conveyor Operators and Tenders,detailed,"23,390"
1352,53-7020,Crane and Tower Operators,broad,"44,410"
1353,53-7021,Crane and Tower Operators,detailed,"44,410"
1354,53-7030,"Dredge, Excavating, and Loading Machine Operators",broad,"49,780"
1355,53-7031,Dredge Operators,detailed,"1,190"
1356,53-7032,Excavating and Loading Machine and Dragline Operators,detailed,"46,090"
1357,53-7033,"Loading Machine Operators, Underground Mining",detailed,"2,500"
1358,53-7040,Hoist and Winch Operators,broad,"3,180"
1359,53-7041,Hoist and Winch Operators,detailed,"3,180"
1360,53-7050,Industrial Truck and Tractor Operators,broad,"604,130"
1361,53-7051,Industrial Truck and Tractor Operators,detailed,"604,130"
1362,53-7060,"Laborers and Material Movers, Hand",broad,"4,002,390"
1363,53-7061,Cleaners of Vehicles and Equipment,detailed,"378,850"
1364,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",detailed,"2,893,180"
1365,53-7063,Machine Feeders and Offbearers,detailed,"66,380"
1366,53-7064,"Packers and Packagers, Hand",detailed,"663,970"
1367,53-7070,Pumping Station Operators,broad,"27,560"
1368,53-7071,Gas Compressor and Gas Pumping Station Operators,detailed,"3,460"
1369,53-7072,"Pump Operators, Except Wellhead Pumpers",detailed,"10,820"
1370,53-7073,Wellhead Pumpers,detailed,"13,280"
1371,53-7080,Refuse and Recyclable Material Collectors,broad,"118,520"
1372,53-7081,Refuse and Recyclable Material Collectors,detailed,"118,520"
1373,53-7110,Mine Shuttle Car Operators,broad,"1,690"
1374,53-7111,Mine Shuttle Car Operators,detailed,"1,690"
1375,53-7120,"Tank Car, Truck, and Ship Loaders",broad,"9,000"
1376,53-7121,"Tank Car, Truck, and Ship Loaders",detailed,"9,000"
1377,53-7190,Miscellaneous Material Moving Workers,broad,"27,010"
1378,53-7199,"Material Moving Workers, All Other",detailed,"27,010"
